report,source,authored_at,author,status,incident_title,incident_category,important,place_name,note
"lol see ignorance ooâ€œ@mnerf: almost 2m in da 3 northern regions,early days,yes RT @Sam_Europe:Nearly 1.5 million to come from Ashanti Region",Twitter,12/8/2012 14:58,sean_nanaGH,,,,,,
"A village voted 13,543 for npp and 8 for ndc..the village people are searching for the 8 people to deal with them #ghanadecides",Twitter,12/8/2012 14:58,OtyEdo_GEE,,,,,,
"what about Fiifi Kwetey, Okudzeto Ablakwa and the many #NDC new entrants to #parliament, are they winning? #ghanaelections2012 #ghanadecides",Twitter,12/8/2012 14:59,thePOEET,,,,,,
#BrothersWater is in the #Hartsop valley and is a small lake in the eastern region  #Photography  http://t.co/mCGnVpgw via @Photo4mecom,Twitter,12/8/2012 15:02,Trevor902,,,,,,
These NDC guys be funny papa... u re leading wit da volta and upper/west nd east region results nd u re down dere... http://t.co/8CfoERPE,Twitter,12/8/2012 15:09,kofi_money,,,,,,
"#UltiPolls We have collated results from 89 constituencies. The NPP still leads with 1,968,395 (49.80%) and the... http://t.co/8qdTaDFI",Twitter,12/8/2012 15:11,UltimateRadioGH,,,,,,
"""@omgGhanaDotCom: Shocking results coming from the far east indicates NPP has won Hohoe... Still developing #ghanadecides #ghanaelections""",Twitter,12/8/2012 15:13,233meetee,,,,,,
@teddy6871 Norwich city centre- the celebrity hub of the eastern region lol,Twitter,12/8/2012 15:33,yamaha_biker,,,,,,
"NPP CHARGES POLLING AGENTS TO CHECK ALL BALLOT SERIAL NUMBERS TO SECURE VICTORY

Boakye Agyarko, NPP Campaign Manager, this afternoon urged all party polling agents in the few places which voted today to check the serial numbers of every ballot paper.  This will ensure the authenticity of the cast ballots that were kept overnight after voting was suspended because of technical issues with biometric verification. The NPP had insisted on the ballots from yesterday to be ""counted, recorded and sealed."" However, this did not happen in most cases. 

According to the NPP Campaign Manager, the party, which has picked up significant seats across the country, including increasing its seats in NDC stronghold, the Northern Region, by at least 3-fold, is steadily on course to win the presidential contest. 

""With NDC fast exhausting its votes in its strongholds and most of the figures from our strongholds yet to be declared, we have every reason to stay confident about our victory. What is left is for our agents to stay vigilant, scrutinise every ballot to secure victory."" 

Boakye Agyarko urged NPP polling agents at the 169 polling stations, where voting took place today, to continue to exercise caution and to remain at the height of vigilance until the last ballot box is sealed and the last vote counted, taking note of the serial numbers on ballot box seals.

""We also demand transparency and impartiality from the Electoral Commission.  Any meeting held by the Electoral Commission must be convened in the presence of all parties, including the NPP.  We cannot be sure of a free, fair, credible and legitimate election if actions are taken that appear to suggest figures are being tampered with. We have been tracking our figures right from the polling station and are very confident of our victory,"" he said.

Boakye Agyarko thanked voters for their patience and enthusiasm for the free and fair process.  He assured them that the NPP would be victorious once all the votes were counted, and that no one would be disenfranchised, reiterating his call to the security services to discharge their duties with excellence so that all voters can express their will today in a credible and legitimate vote.",Nana Akufo Addo Facebook,12/8/2012 15:38,Nana Addo Dankwa Akufo-Addo,,,,,,
so which constituencies are voting today? @ghanadecides #ghanaelections2012 #ghana #NDC #NPP,Twitter,12/8/2012 15:44,thePOEET,,,,,,
"""@ghanaelections: For 111 constituencies, presidential slot, it stands as NDC- 50.60% agaist NPPâ€™s - 47.91% @joyonlineghana #ghanaelections""",Twitter,12/8/2012 15:45,RhudolphDY,,,,,,
"provisional Pres'tial results from Daffiama/ Bussie/Issa NDC-8,700 NPP- 3,518 GCPP-123 PNC-79 PPP-395 UFP-43 Ind-43 CPP-40 #ghanaelections",Twitter,12/8/2012 15:47,ghanaelections,,,,,,
Wrote this abt yr ago originally for @NewAfricanMag #ghana #ghana2012 Ghanaelections #ghanadecides #ghanavotes http://t.co/vcXfmWEM,Twitter,12/8/2012 15:47,MsBlakofe,,,,,,
Provisional results: 111 constituencies NDC-50.6% NPP-47.9% #GhanaElections @ghanaelections @akweeyaB #GhanaDecides #Votes,Twitter,12/8/2012 15:49,iamazumah,,,,,,
...and how come #Sakara is trailing #Nduom? #ghanadecides #ghanaelections2012 #CPP #PPP,Twitter,12/8/2012 15:50,thePOEET,,,,,,
#CPP leadership must explain to us how they couldnt strategise for #Sakara to make good showing this #ghanaelections2012 #ghanadecides,Twitter,12/8/2012 15:52,thePOEET,,,,,,
"â€œ@ghanaelections: provisional Pres'tial results from Daffiama/ Bussie/Issa NDC-8,700 NPP- 3,518 GCPP-123 PNC-79 PPP-395 UFP-43 Ind-43 CPP-",Twitter,12/8/2012 15:52,samueloros101,,,,,,
"PetrolBomb in Kumasi, A/R. *amazing* zero casualities",Twitter,12/8/2012 16:12,Tboi_Fresh,verified,Petrol Bomb in kumasi,Violence,yes,Enyinam Kumasi,"Zero casualties, Petrol Bomb in Enyinam Kumasi, Ashanti Region

Checked with Ogo who reports, according to Joy FM's interview with the victim and the police, that the police are treating it as a purely criminal case as there is not clear link to the elections."
@SamGyimah what's your thoughts on the elections in Ghana? #ghanadecides,Twitter,12/8/2012 16:05,Bilal_east,,,,,,
@konkrumah NPP has won 11 seats in the northern region as compared to last time of just 3 . Nana is winning,Twitter,12/8/2012 16:07,xskimo,,,,,,
Npp ppl should keep their cool. Out of the 16 seats in northern region we've won 11. The remaining 4 are even 50/50.,Twitter,12/8/2012 16:10,prinztheboy,,,,,,
"when are we expecting the official results, Dr Afari Gyan. @ghanadecides #EC #ghanaelections2012 #ghana",Twitter,12/8/2012 16:12,thePOEET,,,,,,
#ghanadecides #ghanaelections RT @googleafrica: Check out this Ghana elections results map -- nice data visualisation http://t.co/KS0BpT29,Twitter,12/8/2012 16:25,IDEGGhana,,,,,,
â€œ@owurakubaiden: am i hearin dat de NPP has taken 11 seats in de northern region?? Hw true z dis?â€***ma guy how the results dey go?,Twitter,12/8/2012 16:31,allknownlord,,,,,,
u know its Ghana when ppl be stealing the ballot boxes during election lmfaooo,Twitter,12/8/2012 16:33,Itz_AK,,,,,,
Am just soooo excited....npp has 11 confirmed seats frm the northern region!,Twitter,12/8/2012 16:34,ma_madjoa,,,,,,
In e northern region out of 15 seats NPP won 11 til waitin for e other station Vice president u force,Twitter,12/8/2012 16:35,JoeBentil,,,,,,
Good news RT @ma_madjoa: Am just soooo excited....npp has 11 confirmed seats frm the northern region!,Twitter,12/8/2012 16:40,Roundk3p,,,,,,
"@DenRosen @ghanaelections @lolaelizabeth Check out this Ghana elections results map -- nice data visualisation, http://t.co/2z3zola7",Twitter,12/8/2012 16:44,Tembomel,,,,,,
"please i just heard from an fm station in Takoradi that at the Ablekuma constituency, some ""MACHOMEN"" has gone to burn some ballot boxes with casted votes in them.
please i want know if it is true.
thank you.",Peace Fm Facebook,12/8/2012 16:48,Peggott Attipoe,,,,,,
"Mixed results on #ghanaelections. Both NPP and NDC claiming victory. But we won't know for sure today, will we? #GhanaDecides",Twitter,12/8/2012 16:50,DiasporicLife,,,,,,
