report,source,authored_at,author,status,incident_title,incident_category,important,place_name,note,relevant
"Wow! Close RT @ghanaelections: Provisional results from etv on 177 constituencies, NDC - 49.43%; NPP - 49.11% #ghanaelections @EthanZ",Twitter,12/8/2012 21:18,wayan_vota,,,,,,,
"@ghanaelections http://t.co/NAUsQMmk, EC has 53 certified results on its website. NDC 39.75 NPP 45.09",Twitter,12/8/2012 21:23,solomonnyamekye,,,,,,,
@Citi973 please i wud lyk to know how many seats npp had in 2008 and how many they hav so far this yr in de 3 northern region pls respnd pls,Twitter,12/8/2012 21:25,MarheyM,,,,,,,
"@ghanaelections http://t.co/NAUsQMmk , EC has 53 certified results on its website. NDC 39.75 NPP 45.09 Expand      Reply",Twitter,12/8/2012 21:28,solomonnyamekye,,,,,,,
,,,,,,,,,,
"Gh people:(""@GRAMMARPo_oLICE: ((( AZONTO!!! ))) RT @ghanaelections: #npp asked people to stay vigilance and patience for final #results""",Twitter,12/8/2012 21:31,jaymeszzxxx,,,,,,,
"Saw the man on my avater as observer in Ghana election, surprisingly, the biometric machines are not working. Hope its not what am thinking?",Twitter,12/8/2012 21:32,otunbasegebam,,,,,,,Y
"Extremely tight election  RT @ghanaelections: Provisional results from etv on 177 constituencies, NDC - 49.43%; NPP - 49.11% #ghanaelections",Twitter,12/8/2012 21:33,Pre_Nup,,,,,,,
Lake Taylor wins. The eastern region needs to be its own classification lol.,Twitter,12/8/2012 21:36,bbrletich910,,,,,,,
"Provisional Results of 5,202,966 votes collated from 183 constituencies out of 275, the NPP has 2,660,882... http://t.co/FrzAK9On",Twitter,12/8/2012 21:42,kofi_money,,,,,,,
"Most constituencies in the three northern regions, 2 constituencies in Volta. Vim dey #NDC",Twitter,12/8/2012 21:44,Boys_Kasa,,,,,,,
"Another squeaker in #Ghana! RT @ghanaelections: Provisional results from etv on 177 constituencies, NDC: 49.43%; NPP: 49.11% #ghanaelections",Twitter,12/8/2012 21:45,McAndrew,,,,,,,
"Provisional Results of 5,202,966 votes collated from 183 constituencies, the NPP has 2,660,882 (51.14%) and the... http://t.co/dB9OV4hd",Twitter,12/8/2012 21:50,francist7867,,,,,,,
"Results of 5,202,966 votes collated from 183 constituencies, the NPP has 2,660,882 51.14% and the NDC has 2,361,799 45.39%""@Alex_Binger",Twitter,12/8/2012 21:53,TuffourJR,,,,,,,
"#Ghana Pesidential results #ghanaelections 2012 NDC 49.36%,NPP 49.16% OTHERS 1.45% 181 of 275Constituencies ,neck to neck too close to call",Twitter,12/8/2012 21:54,ghanaelections,,,,,,,
"#Ghana Pesidential results#ghanaelections 2012 NDC 49.36%,NPP 49.16% OTHERS 1.45% 181 of 275Constituencies ,neck to neck too close to call""",Twitter,12/8/2012 22:00,Kwadwogyabaah,,,,,,,
@kali_snook I'll give it to you at the banquet or something because she ordered the ones of us at eastern region too so I'll give you both(:,Twitter,12/8/2012 22:05,Katie_Gaynor,,,,,,,
"According to GTV, NDC is leading. And they've only announced two out of the thirty something results from the northern region...trouble",Twitter,12/8/2012 22:09,_adjeiwa_,,,,,,,
#Ghana RT @ghanaelections: Parliamentary results from 170 const: NDC - 87; NPP - 80. Source: Myjoyonline,Twitter,12/8/2012 22:10,mashanubian,,,,,,,
EXCLUSIVE - #ghanaelections low turnover at Volta Region strong hold of #NDC with high percentage of spoilt ballots #ghana #ghanadecides,Twitter,12/8/2012 22:11,ghanaelections,,,,,,,
"If the NPP managed to get these figures in the northern region,then we all know who's winning.Well done,NPP.",Twitter,12/8/2012 22:11,PrynzJnr,,,,,,,
"@GHANANPP: Provisional Results of 5,202,966 votes collated from 183 constituencies, the NPP has 2,660,882... http://t.co/COI3LFQC",Twitter,12/8/2012 22:13,bkod4,,,,,,,
": EXCLUSIVE - #ghanaelections low turnover at Volta Region strong hold of #NDC with high percentage of spoilt ballots #ghana #ghanadecides""",Twitter,12/8/2012 22:13,Kwadwogyabaah,,,,,,,
How many constituencies certified so far? @ghanadecides #ghanaelections2012 #ghana,Twitter,12/8/2012 22:15,thePOEET,,,,,,,
@thePOEET @ghanadecides 195 so far from #ghanaelections2012 and only 1.5% separates JDM and Nana! Tense times!,Twitter,12/8/2012 22:32,alha06,,,,,,,
"@alha06 @ghanadecides thanks Taal, u r really ""current"" #ghanaelections2012 #Ghana",Twitter,12/8/2012 22:34,thePOEET,,,,,,,
#npp doing quite well in the northern region....interesting.,Twitter,12/8/2012 22:43,NkrumahEben,,,,,,,
all #rejectedballots come to me #ghanadecides #ghanaelections.,Twitter,12/8/2012 22:43,AtheistGhanaian,,,,,,,
#Ghana #presidential #results based on 193 constituencies out of 275Constituencies NDC49.95% NPP48.56% OTHERS 1.49% #ghanaelections,Twitter,12/8/2012 22:50,ghanaelections,,,,,,,
201 constituencies out of 275Constituencies   JohnDramaniMahama: 49.85%  NanaAkufo-Addo: 48.61% source: joy TV #ghanadecides #ghanaelections,Twitter,12/8/2012 22:55,bigxghdotcom,,,,,,,
,,,,,,,,,,
"N/R Bunkpurugu: NDC (9904) , NPP (3,990)  #ghanadecides #ghanaelections",Twitter,12/8/2012 23:09,omgGhanaDotCom,,,,,,,
NDC responds to NPP press conference http://t.co/4XRxRbz6 #ghanaelections #ghanadecides @ghanaelections @GhanaSMTC,Twitter,12/8/2012 23:10,therealkaygee,,,,,,,
EC website jst went down due to excessive traffic! Seriously? Myjoyonline has gargantuan traffic nd dey r still UP! smh #ghanadecides,Twitter,12/8/2012 23:12,Paapakwame,,,,,,,
"1st Lady, 2nd youth, 1st junior girl and 1st in the eastern region with the Rutland raiders:D not a bad year! :D",Twitter,12/8/2012 23:15,L_o_ri,,,,,,,
u dont go and study for ur exams and keep watching election results.#knust #ghanadecides #ghanaelections.,Twitter,12/8/2012 23:20,AtheistGhanaian,,,,,,,
#ghanaelections #results from NDC stronghold @Volta region all in 26 out of 26 #ghana #elections #votes #ghanadecides #win,Ghana Votes Facebook,12/8/2012 23:23,Ghana Votes,,,,,,,
Da only radio station in GH tht does nt care abt da elections is Atlantics Radio... lol... #ghanadecides,Twitter,12/8/2012 23:24,Paapakwame,,,,,,,
#NPP stronghold of Ashanti Region 40 out of 47 #results in #ghana #ghanaelections #NDC @JohnDramaniMahama @NanaAkufo-Addo #EC #ghanavotes,Twitter,12/8/2012 23:24,ghanaelections,,,,,,,
205 constituencies out of 275Constituencies NDC 49.94% and NPP 48.50% #ghanaelections #results #votes #ghana #NDC #NPP #ghanadecides @Africanelection,Twitter,12/8/2012 23:27,ghanaelections,,,,,,,
"Goodnight guys, I'm about to sleep. Don't misbehave because of NPP and NDC. Life goes on after elections, life depends on YOU! #ghanadecides",Twitter,12/8/2012 23:29,MrAyitey,,,,,,,
"Seriously,is this a constituency result? This doesn't even suffice for one electoral area back in Ketu south,ahhhh. http://t.co/CdMJVvGU",Twitter,12/8/2012 23:30,isaacbatini,,,,,,,
Thinking of Accra tonight as #ghanadecides. Great online chat for Ghanain diaspora following the elections at home http://t.co/9lJcsuY3,Twitter,12/8/2012 23:32,IvorWells,,,,,,,
"Dr Akwetey of the civic forum says though parties agreed not to announcement results,the NPP has flouted it@ghanaelections",Twitter,12/8/2012 23:32,Lamisi_d,,,,,,,
205 constituencies out of 275Constituencies  JohnDramaniMahama: 49.94% NanaAkufo-Addo: 48.50% source: joy TV #ghanadecides #ghanaelections,Twitter,12/8/2012 23:33,bigxghdotcom,,,,,,,
the NDC stronghold of volta region -World bank is the first region to have full provisional results in for #ghanaelections #ghana #NDC #NPP,Ghana Votes Facebook,12/8/2012 23:35,Ghana Votes,,,,,,,
205 constituencies out of 275Constituencies  JohnDramaniMahama: 49.94% NanaAkufo-Addo: 48.50% via @joyonlineghana #ghanadecides #ghanaelections,Twitter,12/8/2012 23:35,anangfio,,,,,,,
70 more constituencies to go... 3boboba #ghanaelections #ghanadecides,Twitter,12/8/2012 23:36,omgGhanaDotCom,,,,,,,
Media do not offer a platform for parties to declare premature elections results- rev Prof Asante@GhanaDecides@ghanaelections,Twitter,12/8/2012 23:36,Lamisi_d,,,,,,,
"Lmao*ghanaMust Go*""@GRAMMARPo_oLICE: (( AZONTO!!!)) RT @ghanaelections: #npp asked people to stay vigilance and patience for final #results""",Twitter,12/8/2012 23:39,sol_629,,,,,,,
208 constituencies out of 275Constituencies  JohnDramaniMahama: 50.02% NanaAkufo-Addo: 48.43% source: joy TV #ghanaelections #ghanadecides,Twitter,12/8/2012 23:39,bigxghdotcom,,,,,,,
Its now 50.02% as against Nana-48.43%. 208 consti... RT @Mystical_Rosse: RT @bigxghdotcom: source: joy TV #ghanadecides #ghanaelections,Twitter,12/8/2012 23:40,Larbious_GH,,,,,,,
Oh yea i forgot i was up same during american elections... hahaha #ghanadecides,Twitter,12/8/2012 23:42,dzyne4me,,,,,,,
"The decider?Eastern Region 6. Northern region13 - NDC, Ashanti 7 - NPP. Greater Accra split bw d 2.Who holds eastern region? #Ghanaelections",Twitter,12/8/2012 23:42,speaklagos,,,,,,,
"""@bigxghdotcom: 208 constituencies out of 275Constituencies  JohnDramaniMahama: 50.02% NanaAkufo-Addo: 48.43% source: joy TV #ghanaelections #ghanadecides""",Twitter,12/8/2012 23:42,Ashraf_MI,,,,,,,
""" 208 constituencies out of 275Constituencies  JohnDramaniMahama: 50.02% NanaAkufo-Addo: 48.43% source: joy TV #ghanaelections #ghanadecides""",Twitter,12/8/2012 23:42,Citizennana99,,,,,,,
"When it is coming, it is doing... how are you holding up waiting on the results? #ghanadecides #ghanaelections",Twitter,12/8/2012 23:43,bigxghdotcom,,,,,,,
on a more serious note .. npp has lost .. no jokes .. I don't think ashanti and eastern regions can close up de gap,Twitter,12/8/2012 23:43,soulpee,,,,,,,
Rev Prof Asante appeals to the NDC not to react negatively to the NPP press conference declaring results@ghanaelections,Twitter,12/8/2012 23:45,Lamisi_d,,,,,,,
@adjollz_TUI the 5 constituencies left in the eastern region will cancel out those 10.,Twitter,12/8/2012 23:45,_Kojoe,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Rev Prof Asante appeals to the NDC not to react negatively to the NPP press conference declaring results #ghanaelections,Twitter,12/8/2012 23:49,GhanaSMTC,,,,,,,
"Provisional Results:@JohnDramaniMahama leading by 49.94%(3,887,929 Votes)  collated from 205 constituencies. #NDC2012 on the way to victory.",Twitter,12/8/2012 23:49,OfficialNDCGh,,,,,,,
"#ghanadecides why de i get maself in this mess called elections, i cnt even sleep",Twitter,12/8/2012 23:51,Quasi_Appiah,,,,,,,
"â€œ@bigxghdotcom: When it is coming, it is doing... how are you holding up waiting on the results? #ghanadecides #ghanaelectionsâ€ Mo Vimm",Twitter,12/8/2012 23:51,Donkrabbus,,,,,,,
4 more to go in Ashanti and 10 left in the northern region,Twitter,12/8/2012 23:55,Kube15,,,,,,,
It wasn't this macro not too long ago. But it's always been large in NY and the eastern region.,Twitter,12/8/2012 23:55,ItsJSzubSays,,,,,,,
211 constituencies out of 275Constituencies  JohnDramaniMahama: 49.82% NanaAkufo-Addo: 48.63% #ghanadecides #ghanaelections,Twitter,12/8/2012 23:56,omgGhanaDotCom,,,,,,,
"If Joy FM's analysis is anything to go by, that means NPP will win cos all the seats in volta hv been counted, 7 more in ashanti region.....",Twitter,12/8/2012 23:56,Nana_HamiIton,,,,,,,
"""@bigxghdotcom: 211 constituencies out of 275Constituencies  John Mayhem: 49.82% NanaAkufo-Addo: 48.63% #ghanadecides #ghanaelections"" @AnyigbahRanger",Twitter,12/8/2012 23:57,dkrocksons,,,,,,,
"8 more in the Eastern region as well, 20 in northern, and others. That gives us more VIM.",Twitter,12/8/2012 23:57,Nana_HamiIton,,,,,,,
"on edge RT @omgGhanaDotCom: When it is coming, it is doing... how are you holding up waiting on the results? #ghanadecides #ghanaelections",Twitter,12/8/2012 23:57,senanusilver,,,,,,,
"""@bigxghdotcom: 211 constituencies out of 275Constituencies  JohnDramaniMahama: 49.82% NanaAkufo-Addo: 48.63% #ghanadecides #ghanaelections""@AnyigbahRanger",Twitter,12/8/2012 23:59,dkrocksons,,,,,,,
Not many people can say they won the region or the eastern shore or were on espn or won state we did it all tho #lovemyteam #lovemytown,Twitter,12/8/2012 23:59,GHorst72,,,,,,,
All 7 New constituencies created in the eastern region was won by #NPP,Twitter,12/8/2012 23:59,Fhresh_matic,,,,,,,
211 constituencies out of 275Constituencies  JohnDramaniMahama: 49.82% NanaAkufo-Addo: 48.63% #ghanadecides #ghanaelections from joytv,Twitter,12/8/2012 23:59,GhanaSMTC,,,,,,,
214 constituencies out of 275Constituencies  JohnDramaniMahama: 49.92% NanaAkufo-Addo: 48.51% #ghanadecides #ghanaelections from joytv,Twitter,12/9/2012 0:00,GhanaSMTC,,,,,,,
214 constituencies out of 275Constituencies  JohnDramaniMahama: 49.92% NanaAkufo-Addo: 48.51% source: joy TV #ghanaelections #ghanadecides,Twitter,12/9/2012 0:01,AllanCache,,,,,,,
RT @GHorst72: Not many people can say they won the region or the eastern shore or were on espn or won state we did it all tho #lovemytea ...,Twitter,12/9/2012 0:02,k_hall77,,,,,,,
214 constituencies out of 275Constituencies  JohnDramaniMahama: 49.92% NanaAkufo-Addo: 48.51% #ghanadecides #ghanaelections,Twitter,12/9/2012 0:04,omgGhanaDotCom,,,,,,,
UPDATE 2-#Ghana early results show main rivals in near-deadlock - Reuters http://t.co/jybtZz9j via @reuters #ghanaelections,Twitter,12/9/2012 0:06,BateEtah,,,,,,,
"@OtiAdjei i thghts u were comin to gve us some sprts update cos many of us cldnt follow ,saa u too elections fever.#ghanadecides",Twitter,12/9/2012 0:08,Quasi_Appiah,,,,,,,
there're too many figures which s d correct and updated #ghvotes #ghanadecides #ghanaelections @GhanaDecides @joyonlineghana @peacefmonline,Twitter,12/9/2012 0:09,lloyd_Qx,,,,,,,
"Greater Accra : Krowor municipal-  NDC (35,284) , NPP (30,409)  #ghanadecides #ghanaelections",Twitter,12/9/2012 0:09,bigxghdotcom,,,,,,,
"""@bigxghdotcom: Greater Accra : Krowor municipal- NDC (35,284) , NPP (30,409) #ghanadecides #ghanaelections"" hmm my Constituency NunGua",Twitter,12/9/2012 0:10,DRockGh,,,,,,,
HAHAHAHAHA 4 left in ashanti and 3 in eastern region?Chaley i dey go bed,Twitter,12/9/2012 0:10,mnerf,,,,,,,
@Dat_fair_boi Ashanti region is left wt 4 p3...derz northern region too o (18 more for dem),Twitter,12/9/2012 0:13,rufus_kristien,,,,,,,
215 constituencies out of 275Constituencies  JohnDramaniMahama: 49.95% NanaAkufo-Addo: 48.48% source: joy TV #ghanaelections #ghanadecides,Twitter,12/9/2012 0:16,AllanCache,,,,,,,
"Upper East must bring good news , Accra &amp; central are shaky , 10 more for northern region. I bet NDC will win",Twitter,12/9/2012 0:16,Boys_Kasa,,,,,,,
"dreamer ""@Boys_Kasa: Upper East must bring good news , Accra &amp; central are shaky , 10 more for northern region. I bet NDC will win""",Twitter,12/9/2012 0:17,yes_cocoa,,,,,,,
"â€œ@Boys_Kasa: Upper East must bring good news , Accra &amp; central are shaky , 10 more for northern region. I bet NDC will winâ€ Amen",Twitter,12/9/2012 0:18,iAm_Augustt,,,,,,,
The results trooping in from the remaining northern regions is encouraging NOT. The NDC is way ahead. Nyame ne hene #GhanaDecides,Twitter,12/9/2012 0:20,ObibaKojo,,,,,,,
#Ghana2012 #GhanaDecides  #ghanaelections NPP Should know that we Ghana  love our country more than any politicianDont call the results,Twitter,12/9/2012 0:22,kasim707,,,,,,,
"Deputy minister of agric ""Nii Amasah Namoale""...retains his MP seat in Greater Accra #ghanadecides #ghanaelections",Twitter,12/9/2012 0:26,bigxghdotcom,,,,,,,
215 constituencies out of 275Constituencies  JohnDramaniMahama: 49.95% NanaAkufo-Addo: 48.48% #ghanadecides #ghanaelections,Twitter,12/9/2012 0:29,omgGhanaDotCom,,,,,,,
218 constituencies out of 275Constituencies  JohnDramaniMahama: 49.97% NanaAkufo-Addo: 48.45% #ghanadecides #ghanaelections,Twitter,12/9/2012 0:32,bigxghdotcom,,,,,,,
:o RT @omgGhanaDotCom: 218 constituencies out of 275Constituencies  JohnDramaniMahama: 49.97% NanaAkufo-Addo: 48.45% #ghanadecides #ghanaelections,Twitter,12/9/2012 0:34,jampadu,,,,,,,
"finally confirmed in DC, NPP wins. Greedy father and daughter lose elections. #ghanadecides",Twitter,12/9/2012 0:35,HermannAmoako,,,,,,,
"218 constituencies out of 275Constituencies  JohnDramaniMahama: 49.97% NanaAkufo-Addo: 48.45% #ghanadecides #ghanaelections Say a prayer 4 Npp, 3koo no mu ay3 den",Twitter,12/9/2012 0:36,jeffboakye,,,,,,,
218 constituencies out of 275Constituencies  JohnDramaniMahama: 49.97% NanaAkufo-Addo: 48.45% #ghanadecides #ghanaelections from joytv,Twitter,12/9/2012 0:37,GhanaSMTC,,,,,,,
Yesssss. RT @ghanaelections: just in #ghanelections provisional #results 218 out of 275Constituencies with #NDC (cont) http://t.co/ov6DShML,Twitter,12/9/2012 0:39,iajalil,,,,,,,
What does skirt and blouse politics mean? #ghanaelections #ghanadecides,Twitter,12/9/2012 0:41,omgGhanaDotCom,,,,,,,
i can't sleep...elections make like movie #ghanadecides,Twitter,12/9/2012 0:42,kwahmi,,,,,,,
#Ghanaelections  commission website http://t.co/ezu5gvbD reports 46.23% NDC  &amp; NPP- 52.44% Reported Constituencies 53 / 275Constituencies  #ghanadecides,Twitter,12/9/2012 0:53,ghanaelections,,,,,,,
#Ghanaelections  commission website http://t.co/ezu5gvbD reports 46.23% NDC  & NPP- 52.44% Reported Constituencies 53 / 275Constituencies  #ghanadecides,Ghana Votes Facebook,12/9/2012 0:53,Ghana Votes,,,,,,,
â€œ@omgGhanaDotCom: What does skirt and blouse politics mean? #ghanaelections #ghanadecidesâ€vote Prezo and P'liment differently.,Twitter,12/9/2012 0:58,aloomadama,,,,,,,
â€œ@omgGhanaDotCom: What does skirt and blouse politics mean? #ghanaelections #ghanadecidesâ€ in Freetown we had 4X4,Twitter,12/9/2012 0:59,aloomadama,,,,,,,
220 constituencies out of 275Constituencies  JohnDramaniMahama: 49.89% NanaAkufo-Addo: 48.64%  Parliamentary Seats NDC:97 NPP:90 #ghanadecides #ghanaelections,Twitter,12/9/2012 1:00,omgGhanaDotCom,,,,,,,
220 constituencies out of 275Constituencies  JohnDramaniMahama: 49.89% NanaAkufo-Addo: 48.64% Parliamentary Seats NDC:97 NPP:90 #ghanadecides #ghanaelections,Twitter,12/9/2012 1:01,jeffboakye,,,,,,,
"#ghanaelections new day, 9th December '12, the day, #Ghana elections 2012 final results expected, are ready for it #loser #winners",Ghana Votes Facebook,12/9/2012 1:02,Ghana Votes,,,,,,,
"220 constituencies out of 275Constituencies  JohnDramaniMahama: 49.89% NanaAkufo-Addo: 48.64% Parliamentary Seats NDC:97 NPP:90 #ghanadecides #ghanaelections""",Twitter,12/9/2012 1:02,BlaqPsyber,,,,,,,
"deputy #NDC national campaign manager, by 4.00am today we should know who the winner of #ghanelections is #ghana #ghanadecides @jagyenim",Ghana Votes Facebook,12/9/2012 1:08,Ghana Votes,,,,,,,
Ibi like Onetouch fail... Prepare our thumbs again? #ghanadecides #ghanaelections,Twitter,12/9/2012 1:09,bigxghdotcom,,,,,,,
dis one no run off oooo RT @omgGhanaDotCom: Ibi like Onetouch fail... Prepare our thumbs again? #ghanadecides #ghanaelections,Twitter,12/9/2012 1:12,kwamirony,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"more more #coffee riding #ghanaelections results night #ghana #ghanadecides, wish had #ghana coffee, drinking #Uganda and #Ethiopian",Twitter,12/9/2012 1:14,ghanaelections,,,,,,,
"@Joy997FM is reports NDC 50.10%, NPP48.33% , Others1.57% is #ghanaelections end is sight, WAIT,  222 out of 275Constituencies #ghanadecides @NanaAkufo-Addo",Twitter,12/9/2012 1:17,ghanaelections,,,,,,,
"@Joy997FM is reports NDC 50.10%, NPP48.33% , Others1.57% i#ghanaelections end in sight? WAIT, 222 out of 275Constituencies #ghanadecides @NanaAkufo-Addo",Twitter,12/9/2012 1:17,ghanaelections,,,,,,,
"218 constituencies out of 275Constituencies  JohnDramaniMahama: 49.97% NanaAkufo-Addo: 48.45% #ghanadecides #ghanaelections from joytv""",Twitter,12/9/2012 1:17,selasi_ewordey,,,,,,,
"Our own situation room here in #sheffield made up of: #NPP = 1, #PNC=2, #NDC=1,  #CPP=1 #ghanaelections2012 #ghanadecides #Ghana @djbadamah",Twitter,12/9/2012 1:26,thePOEET,,,,,,,
"based on what #joynews is posting, can we start concluding now? #ghanadecides #ghanaelections #knust",Twitter,12/9/2012 1:28,Fluoy_TheHybrid,,,,,,,
let's agree that the #RejectedVotes would be given to #Ayariga. #ghanadecides #ghanaelections #knust,Twitter,12/9/2012 1:30,Fluoy_TheHybrid,,,,,,,
shoutouts to the #teaminsomniacs still trailing the results. #knust #ghanadecides #ghanaelections.,Twitter,12/9/2012 1:30,Fluoy_TheHybrid,,,,,,,
i want to be the first person to see #Ghana trending tomorrow on #Twitter. #ghanaelections #ghanadecides. #kms2017,Twitter,12/9/2012 1:33,Fluoy_TheHybrid,,,,,,,
225 constituencies out of 275Constituencies  JohnDramaniMahama: 50.23% NanaAkufo-Addo: 48.20%  Parliamentary Seats NDC:97 NPP:90 #ghanadecides #ghanaelections,Twitter,12/9/2012 1:34,omgGhanaDotCom,,,,,,,
this is what the EC is saying http://t.co/Nnsjh2Bc #ghanadecides #ghanaelections,Twitter,12/9/2012 1:36,Fluoy_TheHybrid,,,,,,,
opan gangnam style!! RT @omgGhanaDotCom: 225 constituencies out of 275Constituencies  JohnDramaniMahama: 50.23% NanaAkufo-Addo: 48.20%  #ghanadecides #ghanaelections,Twitter,12/9/2012 1:38,efo_flava,,,,,,,
Even if JM wins life continues after #ghanaelections #ghanadecides,Twitter,12/9/2012 1:38,therealkaygee,,,,,,,
225 constituencies out of 275Constituencies  JohnDramaniMahama: 50.23% NanaAkufo-Addo: 48.20% Parliamentary Seats NDC:97 NPP:90 #ghanadecides #ghanaelections,Twitter,12/9/2012 1:45,RasheedBgee,,,,,,,
The next gvmnt will not have it easy with the parliamentary seats so close and you have to appoint minister too...Hmmm... #ghanadecides,Twitter,12/9/2012 1:51,yamoateng,,,,,,,
"About 53 constituencies,  SOME PEOPLE ARE SLEEPING, otherS ARE NOT SMILING,  some are having sweet dreams #ghanadecides",Twitter,12/9/2012 1:58,KwAmE_YoGhUrT,,,,,,,
232 constituencies out of 275Constituencies  JohnDramaniMahama: 50.52% NanaAkufo-Addo: 47.90%  Parliamentary Seats NDC:97 NPP:90 #ghanadecides #ghanaelections,Twitter,12/9/2012 2:06,bigxghdotcom,,,,,,,
U made a mistake there RT @ghanaelections: #ghanaelections 2012 prez results for 225 out of 275Constituencies  constituencies NPP 50.23% and NDC - 48.20%,Twitter,12/9/2012 2:06,Eddy_Happyguy,,,,,,,
#ghanaelections 2012 prez results for 225 out of 275Constituencies  NDC 50.23% and NPP - 48.20% @Joy997FM #ghana,Ghana Votes Facebook,12/9/2012 2:08,Ghana Votes,,,,,,,
232 constituencies out of 275Constituencies  JohnDramaniMahama: 50.52% NanaAkufo-Addo: 47.90% Parliamentary Seats NDC:97 NPP:90 #ghanadecides #ghanaelections,Twitter,12/9/2012 2:10,Enock4seth,,,,,,,
235 constituencies out of 275Constituencies  JohnDramaniMahama: 50.82% NanaAkufo-Addo: 47.60%  Parliamentary Seats NDC:97 NPP:90 #ghanadecides #ghanaelections,Twitter,12/9/2012 2:17,omgGhanaDotCom,,,,,,,
Herh! NPP force for the northern regions waa! Kudos! I didnt see dat coming!,Twitter,12/9/2012 2:18,mzzaustin_,,,,,,,
UPDATE 235 constituencies out of 275Constituencies  JohnDramaniMahama: 50.82% NanaAkufo-Addo: 47.60% Parliamentary Seats NDC:97 NPP:90 #ghanadecides #ghanaelections,Twitter,12/9/2012 2:18,Enock4seth,,,,,,,
"235 Constituencies  : John Maham (50.82%) , NanaAkufo-Addo (47.60%) #ghanadecides #ghanaelections",Twitter,12/9/2012 2:20,omgGhanaDotCom,,,,,,,
237 constituencies out of 275Constituencies  JohnDramaniMahama: 50.53% NanaAkufo-Addo: 47.90%  Parliamentary Seats NDC:97 NPP:90  #ghanadecides #ghanaelections,Twitter,12/9/2012 2:24,bigxghdotcom,,,,,,,
"hmm..keeps getn worse RT @omgghanadotcom 235 Constituencies : John Maham (50.82%) , NanaAkufo-Addo (47.60%) #ghanadecides #ghanaelections",Twitter,12/9/2012 2:24,Blleigh,,,,,,,
All constituencies in the Western are in...so far Volta and Western regions have been completed... #ghanadecides #ghanaelections,Twitter,12/9/2012 2:27,omgGhanaDotCom,,,,,,,
Switch: u are light of my life. Bulb: You turn me on. Who is who in the #ghanaelections? Who turns u on? Who is the light? u &amp; #ghanadecides,Twitter,12/9/2012 2:44,therealkaygee,,,,,,,
241 constituencies out of 275Constituencies  JohnDramaniMahama: 50.10% NanaAkufo-Addo: 48.23%  Parliamentary Seats NDC:97 NPP:90 #ghanadecides #ghanaelections,Twitter,12/9/2012 2:51,omgGhanaDotCom,,,,,,,
"#ghanaelections, western and volta regions, provisional results in, #ghana #elections #NPP #NDC @AJEnglish @allafrica",Twitter,12/9/2012 2:57,ghanaelections,,,,,,,
,,,,,,,,,,
248 constituencies out of 275Constituencies  JohnDramaniMahama: 50.24% NanaAkufo-Addo: 48.20% ... #ghanaelections #ghanadecides,Twitter,12/9/2012 3:11,bigxghdotcom,,,,,,,
"Out of 248 constituencies JM, 50.24 NADAA, 48.20 Ash is left wit 2more n eastern is left wit 1. U/W is left wit 5, U/E- 1,Northern region 6",Twitter,12/9/2012 3:20,amohsamuel89,,,,,,,
6 more constituencies in the northern region.....they all look good for the ndc,Twitter,12/9/2012 3:22,Owuraku25,,,,,,,
As at 3.20am #johnthe4th of #NDC 50.24% and #NanaAkufo-Addo of #NPP 48.20% #ghanaelections2012 #ghanadecides #Ghana,Twitter,12/9/2012 3:26,thePOEET,,,,,,,
"provisional results 241 of 275Constituencies #ghanaelections NDC 50.10% with 4,509,968 Votes and NPP 48.35% 4,276,591 Votes @NanaAkufo-Addo @JohnDramaniMahama",Twitter,12/9/2012 3:27,ghanaelections,,,,,,,
"With 248 constituencies, according to joyfm #ghanaelections2012 #ghanadecides #Ghana",Twitter,12/9/2012 3:27,thePOEET,,,,,,,
Folks I will be keeping u updated on the #ghanaelections2012 #ghanadecides #Ghana,Twitter,12/9/2012 3:28,thePOEET,,,,,,,
2 more constituencies in the eastern region...... Good for the NPP as well,Twitter,12/9/2012 3:29,Owuraku25,,,,,,,
"81% turnout so far, according to joyfm. That's impressive! #ghanadecides #ghanaelections2012 #Ghana",Twitter,12/9/2012 3:29,thePOEET,,,,,,,
"eastern dey, more vim  @Facosh ur only hope""@_syfy_: slow kraa â€œ@Facosh ajieee""@_syfy_: ashanti region is over????? WTF""â€""",Twitter,12/9/2012 3:31,_syfy_,,,,,,,
*chuckles* @Owuraku25 6 more constituencies in the northern region.....they all look good for the ndc,Twitter,12/9/2012 3:31,_syfy_,,,,,,,
"Ashanti region is closed, all constituencies reported... JohnDramaniMahama (50.24%), NanaAkufo-Addo (48.20%) #ghanadecides #ghanaelections",Twitter,12/9/2012 3:45,omgGhanaDotCom,,,,,,,
As at 3.45am 251 constituencies of provisional results: #johnthe4th of #NDC 50.29% and #NanaAkufo-Addo of #NPP 48.14% #ghanaelections2012,Twitter,12/9/2012 3:48,thePOEET,,,,,,,
"Kunchok Phelgye, a 24-year-old-monk from the Sumdo Monastery in Dzoege region of eastern #Tibet died in his self-immolation protest today.",Twitter,12/9/2012 3:49,Sonja_Jo,,,,,,,
251 constituencies called #ghanaelections #ghanadecides http://t.co/LtNPMC79,Twitter,12/9/2012 3:52,EdwardOhenebeng,,,,,,,
